run_date,algorithm,obj,time_s,instance_file,instance_basename,n_vertices,n_customers,n_det_customers,n_tb_customers,sum_all_profits,avg_profit,avg_det_profit,avg_tb_profit,avg_tb_lambda,avg_arc_cost,time_bound,instance_type,tsiligirides_op_num,tsiligirides_op_tb,tsiligirides_hop_alpha,tsiligirides_hop_beta,tour,tour_profit,tour_prob,tour_duration,pct_time_bound_used,n_custs_visited,n_tb_custs_visited,pct_profit_collected,pct_custs_visited,pct_custs_visited_which_are_tb,avg_visited_det_profit,avg_visited_tb_profit,avg_visited_tb_lambda,avg_travel_time_after_det_cust,avg_travel_time_after_tb_cust,obj_bound
2022-02-14-14-39-02,nonlinear_model,420.0,3603.061040639877,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-65-0.2-5.json,hop_tsiligirides-3-65-0.2-5,32,31,25,6,1320.0,42.58064516129032,26.8,108.33333333333331,0.0729696071637244,9.386695470404131,65.0,tsiligirides_hop,3,65,0.2,5,"0,29,17,18,9,28,7,12,16,19,3,27,13,26,21,23,0",420.0,1.0,64.85706820714212,99.7801049340648,15,0,31.818181818181817,48.38709677419355,0.0,28.0,0.0,0.0,21.408162393588217,0.0,806.133075745
2022-02-14-15-00-46,nonlinear_model,17.0883777748,3603.270243167877,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-85-0.3-4.json,hop_tsiligirides-3-85-0.3-4,32,31,22,9,1580.0,50.96774193548387,24.545454545454547,115.55555555555556,0.0742746187040024,9.386695470404131,85.0,tsiligirides_hop,3,85,0.3,4,"0,23,31,28,11,10,18,17,8,29,25,1,14,12,15,16,19,13,3,27,4,21,26,0",1050.0,0.0162746454997898,84.97100731871397,99.9658909631929,22,4,66.45569620253164,70.96774193548387,18.181818181818183,25.0,150.0,0.0771377102836047,42.80822912736929,14.629516964346294,1173.43591004
2022-02-14-11-47-56,nonlinear_model,34.5781449845,3602.064895391464,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.4-3.json,hop_tsiligirides-1-60-0.4-3,31,30,18,12,525.0,17.5,9.166666666666666,30.0,0.0788913631050902,8.435870126384714,60.0,tsiligirides_hop,1,60,0.4,3,"0,27,16,14,23,22,24,9,10,7,1,0",130.0,0.2659857306502132,58.9208577761952,98.201429626992,10,1,24.761904761904763,33.333333333333336,10.0,11.11111111111111,30.0,0.0506357210578885,28.48738758742357,26.153722868831405,367.500568363
2022-02-14-11-40-36,nonlinear_model,66.1242882597,3602.065578222275,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-35-0.3-5.json,hop_tsiligirides-1-35-0.3-5,31,30,21,9,565.0,18.83333333333333,10.238095238095235,38.888888888888886,0.08036294047726,8.435870126384714,35.0,tsiligirides_hop,1,35,0.3,5,"0,19,30,25,24,22,23,20,21,26,0",180.0,0.3673571569984437,34.715270898928004,99.18648828265144,9,2,31.858407079646017,30.0,22.22222222222222,11.428571428571429,50.0,0.0785751799054291,21.951008130274023,6.083317085676392,271.320802656
2022-02-14-12-13-17,nonlinear_model,12.3582142496,3607.764250516892,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-73-0.4-3.json,hop_tsiligirides-1-73-0.4-3,31,30,18,12,485.0,16.166666666666668,10.27777777777778,25.0,0.0727155966345195,8.435870126384714,73.0,tsiligirides_hop,1,73,0.4,3,"0,28,20,11,21,25,26,24,22,23,15,14,0",165.0,0.0748982681795973,71.42985117168516,97.84911119408926,11,1,34.02061855670103,36.66666666666666,9.090909090909092,12.0,45.0,0.0791009170919234,40.50055180846435,32.76352039613224,355.846255739
2022-02-14-13-23-59,nonlinear_model,266.12789221,1429.0031864643097,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-30-0.3-4.json,hop_tsiligirides-3-30-0.3-4,32,31,22,9,1430.0,46.12903225806452,26.818181818181817,93.33333333333331,0.0709273034588762,9.386695470404131,30.0,tsiligirides_hop,3,30,0.3,4,"0,23,21,6,13,27,3,19,2,5,1,22,26,0",300.0,0.8870929740320422,29.957431029887957,99.85810343295984,12,1,20.97902097902098,38.70967741935484,8.333333333333334,23.63636363636364,40.0,0.0613580812965822,17.714233855313704,1.9525624189766628,266.128158338
2022-02-14-15-06-49,nonlinear_model,116.965079343,3606.696862697601,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.2-5.json,hop_tsiligirides-3-90-0.2-5,32,31,25,6,1280.0,41.29032258064516,27.2,100.0,0.0794368083027991,9.386695470404131,90.0,tsiligirides_hop,3,90,0.2,5,"0,21,4,14,15,27,16,5,11,28,10,9,8,19,3,13,26,0",590.0,0.1982458971916163,89.99184502445196,99.99093891605771,16,1,46.09375,51.61290322580645,6.25,29.33333333333333,150.0,0.0648945132852624,42.8978384625046,24.93657833123908,953.650532253
2022-02-14-11-40-37,nonlinear_model,55.9667870568,3610.406299829483,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-40-0.4-5.json,hop_tsiligirides-1-40-0.4-5,31,30,18,12,765.0,25.5,9.166666666666666,50.0,0.0692534492606006,8.435870126384714,40.0,tsiligirides_hop,1,40,0.4,5,"0,20,16,15,27,0",105.0,0.5330170195885897,32.41366198773206,81.03415496933016,4,1,13.72549019607843,13.333333333333334,25.0,10.0,75.0,0.0604434657069764,14.469372039584472,10.409759206900754,408.188822742
2022-02-14-13-51-33,nonlinear_model,690.0,112.07384252548218,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-80-0.1-3.json,hop_tsiligirides-3-80-0.1-3,32,31,28,3,940.0,30.32258064516129,26.071428571428573,70.0,0.0777824562242718,9.386695470404131,80.0,tsiligirides_hop,3,80,0.1,3,"0,26,22,21,6,4,27,13,3,19,16,20,15,14,12,5,1,7,30,11,28,25,29,10,9,8,24,23,0",690.0,1.0,79.84275938211337,99.80344922764172,27,0,73.40425531914893,87.09677419354838,0.0,25.55555555555556,0.0,0.0,43.20614828365157,0.0,690.000690001
2022-02-14-11-47-57,nonlinear_model,11.7926985088,3602.912740468979,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.4-2.json,hop_tsiligirides-1-60-0.4-2,31,30,18,12,405.0,13.5,9.166666666666666,20.0,0.0788848783901018,8.435870126384714,60.0,tsiligirides_hop,1,60,0.4,2,"0,17,15,2,6,3,14,28,27,0",105.0,0.1123114143692136,48.15320465549294,80.25534109248824,8,2,25.925925925925927,26.666666666666668,25.0,9.166666666666666,25.0,0.0760290238359326,21.92307940648963,19.861570547864115,296.121203471
2022-02-14-11-52-30,nonlinear_model,132.532353175,3602.965283870697,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-65-0.2-5.json,hop_tsiligirides-1-65-0.2-5,31,30,24,6,525.0,17.5,9.375,50.0,0.0718499462670276,8.435870126384714,65.0,tsiligirides_hop,1,65,0.2,5,"0,16,28,27,19,25,26,30,29,24,22,21,20,11,10,9,7,12,5,6,4,3,0",235.0,0.5639674603209894,64.2811503259843,98.89407742459125,21,1,44.76190476190476,70.0,4.761904761904762,9.25,50.0,0.0727345651853064,31.870959419945912,7.874642849044013,292.122837815
2022-02-14-11-12-06,nonlinear_model,210.0,1663.608716249466,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.1-5.json,hop_tsiligirides-1-60-0.1-5,31,30,27,3,405.0,13.5,9.444444444444445,50.0,0.0630605024516985,8.435870126384714,60.0,tsiligirides_hop,1,60,0.1,5,"0,27,16,15,14,13,3,4,6,2,1,7,9,10,11,21,22,24,25,30,19,18,0",210.0,1.0,59.97615357770421,99.96025596284036,21,0,51.851851851851855,70.0,0.0,10.0,0.0,0.0,27.834411254892924,0.0,210.00021
2022-02-14-10-43-55,nonlinear_model,195.0,86.65725684165955,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-55-0.1-2.json,hop_tsiligirides-1-55-0.1-2,31,30,27,3,315.0,10.5,9.444444444444445,20.0,0.0712004307851023,8.435870126384714,55.0,tsiligirides_hop,1,55,0.1,2,"0,17,3,4,2,6,5,12,8,7,9,10,11,20,21,22,23,24,25,30,26,19,18,0",195.0,1.0,54.99735939031597,99.99519889148355,22,0,61.90476190476191,73.33333333333333,0.0,8.863636363636363,0.0,0.0,26.11887876341753,0.0,195.000195
2022-02-14-12-07-08,nonlinear_model,16.8871172117,3602.9292500019073,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-73-0.2-3.json,hop_tsiligirides-1-73-0.2-3,31,30,24,6,425.0,14.166666666666666,8.958333333333334,35.0,0.0774756511031724,8.435870126384714,73.0,tsiligirides_hop,1,73,0.2,3,"0,17,3,4,6,1,7,9,10,11,18,19,26,30,25,21,22,23,15,0",200.0,0.0844355860582872,72.0550129687458,98.70549721746,18,1,47.05882352941177,60.0,5.555555555555555,9.117647058823527,45.0,0.079402489659871,47.18345707898408,31.129582221791523,316.235843696
2022-02-14-10-42-28,nonlinear_model,26.3656358435,0.0277059078216552,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-5-0.4-3.json,hop_tsiligirides-1-5-0.4-3,31,30,18,12,535.0,17.833333333333332,8.88888888888889,31.25,0.079849626247997,8.435870126384714,5.0,tsiligirides_hop,1,5,0.4,3,"0,27,0",30.0,0.8788545281172259,3.5777087639996634,71.55417527999327,1,1,5.607476635514018,3.333333333333333,100.0,0.0,30.0,0.0721891582204882,0.0,1.7888543819998317,26.3656622092
2022-02-14-11-46-30,nonlinear_model,125.0,0.2646985054016113,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-15-0.1-5.json,hop_tsiligirides-2-15-0.1-5,20,19,18,1,650.0,34.21052631578947,22.22222222222222,250.0,0.0742341166404582,6.18210573440129,15.0,tsiligirides_hop,2,15,0.1,5,"0,6,5,4,1,7,9,10,11,0",125.0,1.0,14.974175020859246,99.82783347239496,8,0,19.23076923076923,42.10526315789474,0.0,15.625,0.0,0.0,7.462127929366178,0.0,125.0
2022-02-14-15-01-44,nonlinear_model,520.599279545,3602.4471547603607,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-85-0.4-2.json,hop_tsiligirides-3-85-0.4-2,32,31,19,12,1080.0,34.83870967741935,27.36842105263158,46.66666666666666,0.0716908940576669,9.386695470404131,85.0,tsiligirides_hop,3,85,0.4,2,"0,21,26,6,4,27,3,19,16,20,15,1,30,28,25,29,10,18,17,24,23,0",540.0,0.9640727398985393,84.90494100451986,99.88816588767044,20,1,50.0,64.51612903225806,5.0,27.36842105263158,20.0,0.0646799957684517,50.68338044013169,0.565685424949236,520.599800145
2022-02-14-12-56-04,nonlinear_model,630.0,408.3074481487274,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-105-0.2-2.json,hop_tsiligirides-3-105-0.2-2,32,31,25,6,970.0,31.29032258064516,25.2,56.66666666666666,0.0837059944778277,9.386695470404131,105.0,tsiligirides_hop,3,105,0.2,2,"0,31,28,30,11,10,18,17,9,8,24,29,2,12,14,15,20,16,3,13,27,26,22,4,6,23,0",630.0,1.0,100.24751123594385,95.47382022470842,25,0,64.94845360824742,80.64516129032258,0.0,25.2,0.0,0.0,43.82501719688746,0.0,630.000630001
2022-02-14-11-59-31,nonlinear_model,76.4479157691,3603.164779901505,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-70-0.2-4.json,hop_tsiligirides-1-70-0.2-4,31,30,24,6,465.0,15.5,9.375,40.0,0.0787216438516151,8.435870126384714,70.0,tsiligirides_hop,1,70,0.2,4,"0,16,14,13,3,4,5,12,8,7,9,10,11,20,18,19,26,30,25,21,22,24,23,27,0",295.0,0.2591454771833061,69.96086959732531,99.94409942475043,23,2,63.44086021505376,76.66666666666667,8.695652173913043,9.285714285714286,50.0,0.0850083586007036,38.766684055871096,8.21691785399511,312.294595235
2022-02-14-12-04-40,nonlinear_model,175.0,34.48116493225098,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-25-0.3-2.json,hop_tsiligirides-2-25-0.3-2,20,19,14,5,565.0,29.73684210526316,23.928571428571427,46.0,0.0661036599543367,6.18210573440129,25.0,tsiligirides_hop,2,25,0.3,2,"0,10,9,14,15,16,7,11,0",175.0,1.0,24.5646783356292,98.25871334251678,7,0,30.97345132743363,36.8421052631579,0.0,25.0,0.0,0.0,12.199356489122716,0.0,175.000175
2022-02-14-13-01-14,nonlinear_model,178.345079171,64.17210221290588,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-20-0.3-2.json,hop_tsiligirides-3-20-0.3-2,32,31,22,9,1070.0,34.516129032258064,24.09090909090909,60.0,0.0864591350829907,9.386695470404131,20.0,tsiligirides_hop,3,20,0.3,2,"0,22,26,2,3,27,4,6,21,23,0",220.0,0.81065945077746,19.537772192370152,97.68886096185076,9,1,20.560747663551403,29.032258064516128,11.11111111111111,15.0,100.0,0.0926462356474875,9.517744961504969,2.265685424949236,178.345257516
2022-02-14-15-07-50,nonlinear_model,31.7452468462,3606.78018784523,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.4-3.json,hop_tsiligirides-3-90-0.4-3,32,31,19,12,1420.0,45.80645161290322,25.789473684210527,77.5,0.0675005239333332,9.386695470404131,90.0,tsiligirides_hop,3,90,0.4,3,"0,4,27,3,19,2,5,14,7,9,17,18,16,21,23,0",490.0,0.0647862180535029,88.77430350459264,98.63811500510292,14,1,34.50704225352113,45.16129032258065,7.142857142857143,28.46153846153846,120.0,0.0723988416026924,53.74560991683772,37.79980897515056,923.658958081
2022-02-14-12-04-34,nonlinear_model,232.294384353,29.00110101699829,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-27-0.2-5.json,hop_tsiligirides-2-27-0.2-5,20,19,16,3,710.0,37.36842105263158,24.0625,108.33333333333331,0.0809905826836091,6.18210573440129,27.0,tsiligirides_hop,2,27,0.2,5,"0,11,10,9,8,7,1,19,3,2,4,5,6,0",285.0,0.8150680152752395,26.470294771592595,98.03812878367629,12,1,40.140845070422536,63.1578947368421,8.333333333333334,19.09090909090909,75.0,0.0573953684337205,14.486030026337914,3.5627215309904456,232.294616648
2022-02-14-13-49-18,nonlinear_model,116.628140999,3606.653516769409,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-105-0.3-5.json,hop_tsiligirides-3-105-0.3-5,32,31,22,9,1640.0,52.903225806451616,26.818181818181817,116.66666666666669,0.0775798160101215,9.386695470404131,105.0,tsiligirides_hop,3,105,0.3,5,"0,4,6,21,26,22,31,12,14,15,16,19,13,3,5,1,30,7,11,18,10,29,9,2,0",740.0,0.1576055959450946,103.32996331330712,98.40948886981631,23,1,45.1219512195122,74.19354838709677,4.3478260869565215,26.818181818181817,150.0,0.0919360199829603,65.8209240627532,20.09723278498837,1133.77682212
2022-02-14-14-52-14,nonlinear_model,168.837054428,3610.4038252830505,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-80-0.3-5.json,hop_tsiligirides-3-80-0.3-5,32,31,22,9,1920.0,61.935483870967744,23.63636363636364,155.55555555555554,0.0754053320319819,9.386695470404131,80.0,tsiligirides_hop,3,80,0.3,5,"0,23,21,6,4,26,3,5,1,14,15,16,19,12,22,27,31,7,25,28,11,24,0",610.0,0.2767820564394048,77.77524052175595,97.21905065219494,21,1,31.77083333333333,67.74193548387096,4.761904761904762,23.0,150.0,0.0930721818931147,47.683486175201736,13.801383573635007,1172.90684434
2022-02-14-11-04-38,nonlinear_model,190.0,1185.4428262710571,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-60-0.2-3.json,hop_tsiligirides-1-60-0.2-3,31,30,24,6,405.0,13.5,9.375,30.0,0.0696071120984495,8.435870126384714,60.0,tsiligirides_hop,1,60,0.2,3,"0,27,16,17,4,3,2,1,7,9,10,11,20,23,22,21,25,30,29,19,18,0",190.0,1.0,59.99302554501643,99.98837590836072,20,0,46.91358024691358,66.66666666666667,0.0,9.5,0.0,0.0,29.285868409551817,0.0,190.00019
2022-02-14-14-20-16,nonlinear_model,240.119293728,3605.3429300785065,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-45-0.4-5.json,hop_tsiligirides-3-45-0.4-5,32,31,19,12,2160.0,69.6774193548387,24.210526315789476,141.66666666666666,0.0741887331675045,9.386695470404131,45.0,tsiligirides_hop,3,45,0.4,5,"0,23,4,27,3,13,1,30,7,12,19,26,21,0",690.0,0.3479989764176233,43.03263543363988,95.62807874142196,12,2,31.944444444444443,38.70967741935484,16.666666666666668,19.0,250.0,0.0845336877564539,27.5736123484406,6.659245040106424,1118.65649122
2022-02-14-12-51-56,nonlinear_model,192.106819455,725.2505733966827,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-30-0.4-2.json,hop_tsiligirides-2-30-0.4-2,20,19,12,7,580.0,30.526315789473685,26.666666666666668,37.142857142857146,0.0749362186986671,6.18210573440129,30.0,tsiligirides_hop,2,30,0.4,2,"0,11,7,16,14,15,17,2,6,0",210.0,0.9147943783577848,29.951358051067626,99.83786017022544,8,1,36.206896551724135,42.10526315789474,12.5,27.142857142857142,20.0,0.0677079941645798,18.008586043646734,1.3152946437965911,192.107011562
2022-02-14-13-48-35,nonlinear_model,38.6739285014,3602.054085969925,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-100-0.4-4.json,hop_tsiligirides-3-100-0.4-4,32,31,19,12,1670.0,53.87096774193548,26.84210526315789,96.66666666666669,0.073741361088778,9.386695470404131,100.0,tsiligirides_hop,3,100,0.4,4,"0,23,0",40.0,0.9668482125343888,1.131370849898472,1.131370849898472,1,1,2.395209580838323,3.225806451612903,100.0,0.0,40.0,0.0595980765139946,0.0,0.565685424949236,1289.23061008
2022-02-14-12-01-35,nonlinear_model,5.23377487724,3606.806829452514,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-70-0.4-2.json,hop_tsiligirides-1-70-0.4-2,31,30,18,12,390.0,13.0,10.0,17.5,0.0700270910755583,8.435870126384714,70.0,tsiligirides_hop,1,70,0.4,2,"0,30,26,5,6,3,14,28,16,27,15,25,19,0",150.0,0.0348918325149658,69.95353081753233,99.9336154536176,12,3,38.46153846153846,40.0,25.0,10.0,20.0,0.0658037143629952,45.20300046274392,18.623903566048494,280.513830641
2022-02-14-14-10-11,nonlinear_model,690.0,329.2600197792053,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.1-4.json,hop_tsiligirides-3-90-0.1-4,32,31,28,3,1100.0,35.483870967741936,25.0,133.33333333333334,0.0658774783729517,9.386695470404131,90.0,tsiligirides_hop,3,90,0.1,4,"0,22,26,31,25,29,9,17,18,10,28,11,30,7,1,5,14,15,20,16,12,2,3,13,27,4,21,23,0",690.0,1.0,88.19719150817551,97.99687945352836,27,0,62.72727272727273,87.09677419354838,0.0,25.55555555555556,0.0,0.0,40.57913585461653,0.0,690.000690001
2022-02-14-13-42-33,nonlinear_model,580.0,198.2980182170868,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-65-0.1-4.json,hop_tsiligirides-3-65-0.1-4,32,31,28,3,1010.0,32.58064516129032,26.071428571428573,93.33333333333331,0.0718285324735175,9.386695470404131,65.0,tsiligirides_hop,3,65,0.1,4,"0,31,25,29,9,10,28,30,7,1,5,14,15,16,19,12,2,3,13,27,4,6,21,23,0",580.0,1.0,64.89748143694551,99.84227913376232,23,0,57.42574257425743,74.19354838709677,0.0,25.217391304347824,0.0,0.0,26.721555777252544,0.0,580.000580001
2022-02-14-13-49-17,nonlinear_model,10.0,3601.92107629776,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-110-0.3-5.json,hop_tsiligirides-3-110-0.3-5,32,31,22,9,1800.0,58.064516129032256,25.0,138.88888888888889,0.0764733396438022,9.386695470404131,110.0,tsiligirides_hop,3,110,0.3,5,"0,23,0",10.0,1.0,1.131370849898472,1.0285189544531566,1,0,0.5555555555555556,3.225806451612903,0.0,10.0,0.0,0.0,0.565685424949236,0.0,1189.75629771
2022-02-14-14-04-51,nonlinear_model,450.0,2702.695162296295,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-50-0.3-4.json,hop_tsiligirides-3-50-0.3-4,32,31,22,9,1580.0,50.96774193548387,24.545454545454547,115.55555555555556,0.0666308255476073,9.386695470404131,50.0,tsiligirides_hop,3,50,0.3,4,"0,23,21,6,13,3,19,16,15,12,5,7,30,11,28,29,25,31,22,0",450.0,1.0,49.87435945177103,99.74871890354206,18,0,28.481012658227847,58.064516129032256,0.0,25.0,0.0,0.0,25.82502719671428,0.0,450.00045
2022-02-14-12-46-32,nonlinear_model,0.782379170642,3602.3121616840363,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-85-0.4-4.json,hop_tsiligirides-1-85-0.4-4,31,30,18,12,615.0,20.5,9.72222222222222,36.66666666666666,0.0763435532681623,8.435870126384714,85.0,tsiligirides_hop,1,85,0.4,4,"0,28,16,14,15,17,4,3,2,5,7,9,10,20,19,25,27,0",275.0,0.0028450151659695,62.74114407174959,73.81311067264657,16,5,44.71544715447155,53.333333333333336,31.25,10.454545454545457,32.0,0.0725460240433696,33.97547113713035,15.30577003571005,511.731443968
2022-02-14-11-48-51,nonlinear_model,225.0,1223.8299207687378,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-75-0.2-3.json,hop_tsiligirides-1-75-0.2-3,31,30,24,6,405.0,13.5,9.375,30.0,0.0669136480657657,8.435870126384714,75.0,tsiligirides_hop,1,75,0.2,3,"0,27,17,16,28,14,13,3,4,6,5,12,1,7,8,9,10,11,21,22,23,25,30,29,26,0",225.0,1.0,74.47066700458662,99.29422267278215,24,0,55.55555555555556,80.0,0.0,9.375,0.0,0.0,36.62638673097933,0.0,225.000225
2022-02-14-13-17-11,nonlinear_model,380.0,542.520457983017,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-45-0.2-3.json,hop_tsiligirides-3-45-0.2-3,32,31,25,6,1160.0,37.41935483870968,24.8,90.0,0.0749615341581574,9.386695470404131,45.0,tsiligirides_hop,3,45,0.2,3,"0,23,21,6,4,27,13,3,2,16,12,5,1,30,11,28,29,0",380.0,1.0,44.83433182329701,99.6318484962156,16,0,32.758620689655174,51.61290322580645,0.0,23.75,0.0,0.0,27.12055366704746,0.0,380.00038
2022-02-14-12-43-11,nonlinear_model,285.0,275.5815191268921,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-2-38-0.4-3.json,hop_tsiligirides-2-38-0.4-3,20,19,12,7,730.0,38.42105263157895,25.83333333333333,60.0,0.0757127066963031,6.18210573440129,38.0,tsiligirides_hop,2,38,0.4,3,"0,11,10,9,7,15,16,17,18,19,3,6,0",285.0,1.0,37.92318648450151,99.7978591697408,11,0,39.04109589041096,57.89473684210526,0.0,25.90909090909091,0.0,0.0,21.515097360956943,0.0,285.000285
2022-02-14-10-40-26,nonlinear_model,20.0,0.2823154926300049,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-1-10-0.4-2.json,hop_tsiligirides-1-10-0.4-2,31,30,18,12,400.0,13.333333333333334,9.444444444444445,19.166666666666668,0.0750813525737325,8.435870126384714,10.0,tsiligirides_hop,1,10,0.4,2,"0,26,27,0",20.0,1.0,9.65271875819709,96.52718758197088,2,0,5.0,6.666666666666667,0.0,10.0,0.0,0.0,3.8412919571772095,0.0,20.00002
2022-02-14-14-05-18,nonlinear_model,750.0,154.1063938140869,/gpfs42/robbyfs/scratch/lab_econ/asantini/src/hazardous-orienteering-problem/data/hop-tsiligirides/hop_tsiligirides-3-90-0.1-2.json,hop_tsiligirides-3-90-0.1-2,32,31,28,3,840.0,27.096774193548388,27.142857142857142,26.666666666666668,0.0865500478267185,9.386695470404131,90.0,tsiligirides_hop,3,90,0.1,2,"0,26,22,31,28,29,8,9,17,18,10,11,30,7,1,5,12,14,15,20,16,19,3,13,4,6,21,23,0",750.0,1.0,89.48290794865864,99.42545327628736,27,0,89.28571428571429,87.09677419354838,0.0,27.77777777777778,0.0,0.0,40.79044755607932,0.0,750.000750001
